"Id","DateCreated","DateUpdated","DeviceId","DeviceType","DeviceModel","RequestType","ImageUrl","Latitude","Longitude","City","State","ZipCode","Directionality","Description","StatusType","HasBeenForwarded","InitialBoundaryName"
"43260","6/16/2012 12:31:54 AM","6/16/2012 12:58:43 AM","","Android","PC36100","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.303311600000000","-157.837961000000000","Honolulu","HI","96822","Southeast","This is ridiculous...and offensive.","Closed","True","Honolulu, HI"
"43254","6/15/2012 11:09:35 PM","6/25/2012 10:43:14 PM","","Apple","iPhone 4","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.474051000000000","-158.010010000000000","Mililani","HI","96789","I Don't Know","License no. HZZ 678","ReferredToDept","True","Honolulu County, HI"
"43251","6/15/2012 9:46:36 PM","7/29/2012 4:11:39 AM","","Apple","iPhone 4S","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.298555000000000","-157.680664000000000","Honolulu","HI","96825","I Don't Know","Street pavement has steadily been rising. Possible underground leak?","ReferredToDept","True","Honolulu, HI"
"43250","6/15/2012 9:31:42 PM","6/15/2012 10:01:41 PM","","Apple","iPhone 4","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.313965000000000","-157.837158000000000","Honolulu","HI","96813","I Don't Know","Pole #33 579","ReferredToDept","True","Honolulu, HI"
"43247","6/15/2012 8:57:43 PM","6/22/2012 10:12:36 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.289944000000000","-157.821274000000000","Honolulu","HI","96826","I Don't Know","This Jeep, Toyota Camry and the Inifinity G35 have not moved or the past month.","ReferredToDept","True","Honolulu, HI"
"43245","6/15/2012 8:44:20 PM","6/15/2012 8:50:35 PM","","Apple","iPhone 4","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.338936000000000","-157.700363000000000","Waimanalo","HI","96795","I Don't Know","Please help the walker? Sidewalk safety.","Closed","True","Honolulu County, HI"
"43242","6/15/2012 8:15:50 PM","6/15/2012 8:27:23 PM","","Android","ADR6425LVW","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.402213000000000","-157.993159000000000","Waipahu","HI","96797","West","License Plate CW673 SUV has not moved in about 2 weeks.","ReferredToDept","True","Honolulu County, HI"
"43241","6/15/2012 8:15:20 PM","6/15/2012 8:50:48 PM","","Android","ADR6425LVW","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.402213000000000","-157.993159000000000","Waipahu","HI","96797","West","License Plate CW673 SUV had not moved in about 2 weeks.","ReferredToDept","True","Honolulu County, HI"
"43238","6/15/2012 8:06:52 PM","6/15/2012 8:13:12 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.411825000000000","-157.800751000000000","Kaneohe","HI","96744","I Don't Know","Gray Chevy blazer frx-958 abandoned","ReferredToDept","True","Honolulu County, HI"
"43223","6/15/2012 6:36:24 PM","6/15/2012 6:42:41 PM","","Apple","iPhone 3G","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.365099000000000","-157.778549000000000","Kailua","HI","96734","I Don't Know","Illegally parked cars on Lola Place next to fire hydrant and around corner","ReferredToDept","True","Honolulu County, HI"
"43222","6/15/2012 6:25:30 PM","6/15/2012 6:36:52 PM","","Apple","iPhone 3GS","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.402184000000000","-157.993378000000000","Waipahu","HI","96797","I Don't Know","Fire hazard as parked next to fire hydrant License plate #HKH 931","ReferredToDept","True","Honolulu County, HI"
"43175","6/15/2012 6:47:20 AM","6/15/2012 5:35:11 PM","","Apple","iPhone 4S","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.404751000000000","-158.033829000000000","Waipahu","HI","96797","I Don't Know","Light out","ReferredToDept","True","Honolulu County, HI"
"43171","6/15/2012 5:58:13 AM","6/15/2012 5:32:52 PM","","Apple","iPhone 4S","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.285898000000000","-157.827820000000000","Honolulu","HI","96826","I Don't Know","Blaring music in the park (end of University Ave at Ala Wai Canal). This happens EVERY night.","ReferredToDept","True","Honolulu, HI"
"43170","6/15/2012 5:44:28 AM","6/15/2012 5:30:15 PM","","Apple","iPhone 4","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.332418000000000","-157.862091000000000","Honolulu","HI","96817","I Don't Know","Street light burned out","ReferredToDept","True","Honolulu, HI"
"43168","6/15/2012 4:12:57 AM","6/15/2012 5:28:16 PM","","Android","PB99400","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.446573900000000","-158.181421000000000","Waianae","HI","96792","Southwest","Vehicle has not moved in 3 days and is blocking the neighbors mailbox....license plates RSV 508","ReferredToDept","True","Honolulu County, HI"
"43167","6/15/2012 4:08:56 AM","6/15/2012 5:25:16 PM","","Android","PB99400","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.446573900000000","-158.181421000000000","Waianae","HI","96792","Northwest","Car has not moved in 3 days, and is blocking neighbors mailbox! Lic. Plate RSV 508","ReferredToDept","True","Honolulu County, HI"
"43166","6/15/2012 4:05:41 AM","6/15/2012 5:22:17 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.296923000000000","-157.851746000000000","Honolulu","HI","96814","I Don't Know","Vehicle has not moved from this location for one week.","ReferredToDept","True","Honolulu, HI"
"43164","6/15/2012 3:21:04 AM","6/15/2012 5:22:26 PM","","Apple","iPhone 4","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.297655000000000","-157.803162000000000","Honolulu","HI","96816","I Don't Know","this truck has two abandoned notices on it. license plate ""chewyz"". please tow it!!","ReferredToDept","True","Honolulu, HI"
"43163","6/15/2012 3:10:34 AM","6/15/2012 5:14:37 PM","","Android","PB99400","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.326209919327134","-157.839472467028500","Honolulu","HI","96813","Southeast","wide hanging off utility pole under six feet from ground.2900 pacific heights rd.","ReferredToDept","True","Honolulu, HI"
"43162","6/15/2012 2:25:40 AM","6/15/2012 5:10:34 PM","","Apple","iPhone 4S","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.288210000000000","-157.791656000000000","Honolulu","HI","96816","I Don't Know","Broken sidewalk/rain gutter","ReferredToDept","True","Honolulu, HI"
"43149","6/14/2012 10:34:28 PM","6/14/2012 11:02:54 PM","","Android","LG-P999","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.364277000000000","-157.934316000000000","Aiea","HI","96701","Southeast","Abandoned vehicle on jacks. No license plate. Hazardous.","ReferredToDept","True","Honolulu County, HI"
"43145","6/14/2012 9:17:18 PM","6/25/2012 8:19:10 PM","","Apple","iPod Touch 4G","Coqui Frogs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.379784000000000","-157.759109000000000","Kailua","HI","96734","I Don't Know","Test w video","NotAnIssue","True","Honolulu County, HI"
"43132","6/14/2012 6:20:02 PM","6/14/2012 6:58:33 PM","","Android","SGH-T959V","Illegal dump site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.292095184326172","-157.844787597656250","Honolulu","HI","96814","Northwest","Wagon has been there for Weeks! Its an eyesore especially when I take out the garbage. Ive tried calling Sams club,it didn't work.. Though it's on C&C property. Could anything be done? Thank you","ReferredToDept","True","Honolulu, HI"
"43131","6/14/2012 6:11:30 PM","6/25/2012 12:24:06 AM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.409992000000000","-157.974792000000000","Pearl City","HI","96782","I Don't Know","Stripped down inside and out. Car was there since yesterday. Possible theft.","ReferredToDept","True","Honolulu County, HI"
"43130","6/14/2012 5:49:23 PM","6/14/2012 6:54:08 PM","","Apple","iPhone 3GS","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.399748000000000","-157.936996000000000","Aiea","HI","96701","I Don't Know","The street light does not come on at might.","ReferredToDept","True","Honolulu County, HI"
"43127","6/14/2012 5:13:27 PM","6/14/2012 6:50:26 PM","","Apple","iPhone 4 (CDMA)","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.284821000000000","-157.832275000000000","Honolulu","HI","96815","I Don't Know","This truck has been parked here several days. Not fair to other drivers.","ReferredToDept","True","Honolulu, HI"
"43126","6/14/2012 5:03:09 PM","6/14/2012 6:47:12 PM","","Apple","iPhone 4","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.283546000000000","-157.815796000000000","Honolulu","HI","96816","I Don't Know","GYB052 Blue Mazda pickup. This vehicle has been reported twice. It was tagged by a police officer as abandoned. The owner moved it by one foot this morning, and left it. He is playing the system and does not drive this vehicle. It has not been moved from this spot for over 2 months.","ReferredToDept","True","Honolulu, HI"
"43125","6/14/2012 4:51:39 PM","6/14/2012 4:51:42 PM","","Apple","iPhone 4","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.312363000000000","-157.861618000000000","Honolulu","HI","96817","I Don't Know","Please help","Received","True","Honolulu, HI"
"43124","6/14/2012 4:30:35 PM","6/14/2012 6:52:35 PM","","Apple","iPhone 4","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.259544000000000","-157.797302000000000","Honolulu","HI","96816","I Don't Know","Triangle Park is not a campground. This guy is now here 4-5 nites a week.","ReferredToDept","True","Honolulu, HI"
"43123","6/14/2012 4:27:14 PM","6/14/2012 6:50:17 PM","","Apple","iPhone 4","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.259491000000000","-157.795853000000000","Honolulu","HI","96816","I Don't Know","Pls have hi tel co fix the pay phone","Closed","True","Honolulu, HI"
"43095","6/14/2012 9:23:58 AM","6/14/2012 6:44:07 PM","","Android","LG-P999","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.286400903057490","-157.797674580334600","Honolulu","HI","96816","Southwest","Leaking fire hydrant.","ReferredToDept","True","Honolulu, HI"
"43092","6/14/2012 5:38:57 AM","6/14/2012 6:44:17 PM","","Apple","iPhone 4S","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.332235000000000","-157.862091000000000","Honolulu","HI","96817","I Don't Know","Light has been out for the past few days,","ReferredToDept","True","Honolulu, HI"
"43089","6/14/2012 5:13:12 AM","6/14/2012 6:41:11 PM","","Apple","iPhone 4","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.426270000000000","-157.958191000000000","Pearl City","HI","96782","I Don't Know","Just been left their over a month . Seen people trying to break in late at night.","CouldNotVerify","True","Honolulu County, HI"
"43088","6/14/2012 5:11:02 AM","6/14/2012 6:41:42 PM","","Apple","iPhone 4","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.281631000000000","-157.828217000000000","Honolulu","HI","96815","I Don't Know","Cross walk button on corner of Lewers and Kuhio by ABC store does not work","ReferredToDept","True","Honolulu, HI"
"43086","6/14/2012 4:51:37 AM","6/14/2012 6:38:03 PM","","Apple","iPhone 4S","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.326889000000000","-158.000473000000000","Ewa Beach","HI","96706","I Don't Know","Street light bulb burned out. Street light does not work. Street light is at corner of intersection on hamiha place and kauiki street in Ewa beach zip code 96706","ReferredToDept","True","Honolulu County, HI"
"43085","6/14/2012 4:40:03 AM","6/14/2012 6:34:49 PM","","Apple","iPhone 4S","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.405638000000000","-158.030334000000000","Waipahu","HI","96797","I Don't Know","Bulk trash pick up guys broke a glass table and never cleaned up the glass. Safety issue.","ReferredToDept","True","Honolulu County, HI"
"43084","6/14/2012 4:18:25 AM","6/14/2012 6:24:44 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.301424000000000","-157.839920000000000","Honolulu","HI","96814","I Don't Know","Right side of street in front of 1323 Kinau, marked stall. Silver mercury mountaineer large SUV. Plates: MSU 615 Expired safety and registration. Parked for 3+ weeks.","ReferredToDept","True","Honolulu, HI"
"43083","6/14/2012 4:03:26 AM","6/14/2012 6:19:44 PM","","Apple","iPhone 4","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.335810000000000","-157.741608000000000","Waimanalo","HI","96795","I Don't Know","Old couch is located by the water substation on the corner of kakaina st & kakaina pl","ReferredToDept","True","Honolulu County, HI"
"43079","6/14/2012 2:49:06 AM","6/14/2012 6:10:29 PM","","Apple","iPhone 3G","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.286135000000000","-157.813080000000000","Honolulu","HI","96816","I Don't Know","Abandoned shopping cart. Thanks for cleaning the street sign(-:","ReferredToDept","True","Honolulu, HI"
"43077","6/14/2012 2:43:45 AM","6/14/2012 6:08:13 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.400784000000000","-157.746765000000000","Kailua","HI","96734","I Don't Know","Vehicle hasn't moved in over 3 weeks. It looks totaled.","ReferredToDept","True","Honolulu County, HI"
"43063","6/14/2012 1:20:10 AM","6/14/2012 1:23:02 AM","","Android","ADR6400L","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.346084996798755","-157.866758034790820","Honolulu","HI","96819","North","jbr645 Mercedes suv ,blue","ReferredToDept","True","Honolulu, HI"
"43062","6/14/2012 1:15:16 AM","6/14/2012 1:15:18 AM","","Apple","iPhone 4","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.302540000000000","-157.839340000000000","Honolulu","HI","96822","I Don't Know","Mistake, can't clear from 311 app, please ignore/delete","Received","True","Honolulu, HI"
"43061","6/14/2012 1:13:19 AM","6/14/2012 1:20:12 AM","","Apple","iPhone 4","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.298109000000000","-157.837997000000000","Honolulu","HI","96814","I Don't Know","Under the tables at Pawaa park","ReferredToDept","True","Honolulu, HI"
"43059","6/14/2012 1:06:22 AM","6/14/2012 1:25:33 AM","","Apple","iPhone 4","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.297968000000000","-157.837952000000000","Honolulu","HI","96814","I Don't Know","Every day pawaa park","ReferredToDept","True","Honolulu, HI"
"43054","6/13/2012 11:58:42 PM","6/14/2012 12:27:10 AM","","Apple","iPhone 4","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.352098000000000","-158.087936000000000","Kapolei","HI","96707","I Don't Know","Large bulk trash keeps getting dumped and left for weeks.","ReferredToDept","True","Honolulu County, HI"
"43051","6/13/2012 11:21:36 PM","7/15/2012 11:11:36 AM","","Apple","iPhone 4S","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.393791000000000","-157.741302000000000","Kailua","HI","96734","I Don't Know","Homeless sleeping outside Macy's next to bus stop with 2 bottles of jack Daniels . Last time he was drinking Jim beam at the same place. Why is he not removed and placed in a shelter or since he has liquor he must have money and should be arrested!","ReferredToDept","True","Honolulu County, HI"
"43046","6/13/2012 10:25:40 PM","6/13/2012 11:25:52 PM","","Android","LS670","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.474019352197633","-158.164739158153620","Waianae","HI","96792","South","fire on piliuka mountain","Closed","True","Honolulu County, HI"
"43043","6/13/2012 9:27:31 PM","6/19/2012 6:40:28 AM","","Apple","iPhone 4 (CDMA)","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.305000000000000","-157.670929000000000","Honolulu","HI","96825","I Don't Know","Drainage opening cement falling apart.","ReferredToDept","True","Honolulu, HI"
"43041","6/13/2012 9:07:49 PM","6/13/2012 10:22:47 PM","","Apple","iPhone 4S","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.289413000000000","-157.797791000000000","Honolulu","HI","96816","I Don't Know","Fire Hydrant leaking water.","ReferredToDept","True","Honolulu, HI"
"43036","6/13/2012 8:10:52 PM","6/13/2012 8:16:40 PM","","Apple","iPhone 4S","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.291904000000000","-157.826187000000000","Honolulu","HI","96826","I Don't Know","Storage and occupation of space. Strong urine smell.","ReferredToDept","True","Honolulu, HI"
"43034","6/13/2012 7:36:05 PM","6/13/2012 8:02:31 PM","","Android","SGH-T989","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.308957800000000","-158.013478000000000","Ewa Beach","HI","96706","East","please repair the street light","ReferredToDept","True","Honolulu County, HI"
"43030","6/13/2012 7:23:13 PM","6/13/2012 7:30:08 PM","","Apple","iPhone 3GS","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.394897000000000","-157.959641000000000","Pearl City","HI","96782","I Don't Know","Vehicle missung 4 tires and sitting on stands.","ReferredToDept","True","Honolulu County, HI"
"43016","6/13/2012 5:45:27 PM","6/13/2012 7:37:22 PM","","Android","PG86100","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.374172210693360","-157.917709350585940","Aiea","HI","96701","Southwest","out for one month","ReferredToDept","True","Honolulu County, HI"
"43015","6/13/2012 5:45:11 PM","6/13/2012 7:24:21 PM","","Apple","iPhone 4","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.305275000000000","-157.861099000000000","Honolulu","HI","96813","I Don't Know","No parking anytime","ReferredToDept","True","Honolulu, HI"
"43013","6/13/2012 5:34:12 PM","6/13/2012 7:38:38 PM","","Apple","iPhone 4","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.301609000000000","-157.859756000000000","Honolulu","HI","96813","I Don't Know","HECO Transformers","NotAnIssue","True","Honolulu, HI"
"42991","6/13/2012 11:26:26 AM","6/13/2012 7:48:48 PM","","Apple","iPhone 4 (CDMA)","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.273520000000000","-157.816696000000000","Honolulu","HI","96815","I Don't Know","I've noticed Water sprinklers on kapahulu/ala wai spewing water around 1am-1:30am for the past year. Such a waste of water and money!","ReferredToDept","True","Honolulu, HI"
"42989","6/13/2012 9:41:53 AM","6/13/2012 8:05:18 PM","","Android","HTC Desire CDMA","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.275205612182617","-157.808105468750000","Honolulu","HI","96816","East","sidewalk is rough and undone on both sides of handi capable ramp.... danderous","ReferredToDept","True","Honolulu, HI"
"42988","6/13/2012 8:29:30 AM","7/3/2012 4:52:53 PM","","Android","ADR6425LVW","Illegal dump site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.276190558659927","-157.692306515388140","Honolulu","HI","96825","East","Discovered while on our morning walk exercise.","ReferredToDept","True","Honolulu, HI"
"42987","6/13/2012 8:29:20 AM","6/13/2012 7:58:41 PM","","Apple","iPhone 4","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.339355000000000","-157.704086000000000","Waimanalo","HI","96795","I Don't Know","This street light has been broken for 3 months or more. It's extremely dangerous, and needs to be repaired and restored back to working order ASAP!","NotAnIssue","True","Honolulu County, HI"
"42986","6/13/2012 8:25:56 AM","6/13/2012 7:53:27 PM","","Android","SPH-M910","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.391429901123047","-157.725952148437500","Kailua","HI","96734","East","street light is out.","ReferredToDept","True","Honolulu County, HI"
"42983","6/13/2012 6:43:42 AM","6/13/2012 7:23:25 PM","","Apple","iPhone 3GS","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.287813000000000","-157.725800000000000","Honolulu","HI","96821","I Don't Know","Three Commercial vehicles parked on road..Train Hanauma Bay.....passenger hookup left on both sides of street today...photos about 5:15 pm","ReferredToDept","True","Honolulu, HI"
"42982","6/13/2012 6:36:26 AM","6/19/2012 8:01:03 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.302826000000000","-157.841431000000000","Honolulu","HI","96814","I Don't Know","Been parked for over two weeks","ReferredToDept","True","Honolulu, HI"
"42980","6/13/2012 5:59:39 AM","6/13/2012 7:16:52 PM","","Apple","iPhone 4S","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.402300000000000","-158.023697000000000","Waipahu","HI","96797","I Don't Know","Light burned out","Closed","True","Honolulu County, HI"
"42979","6/13/2012 5:52:41 AM","6/13/2012 7:14:16 PM","","Apple","iPhone 4S","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.403826000000000","-158.024246000000000","Waipahu","HI","96797","I Don't Know","Light out","ReferredToDept","True","Honolulu County, HI"
"42977","6/13/2012 4:35:15 AM","6/13/2012 7:12:28 PM","","Android","PB99400","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.446573900000000","-158.181421000000000","Waianae","HI","96792","Northeast","Vehicle has not moved in the last 7 months. License plate GZF 712","ReferredToDept","True","Honolulu County, HI"
"42976","6/13/2012 4:28:30 AM","6/13/2012 7:07:53 PM","","Android","SPH-D710","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.332129842122388","-157.869954182942680","Honolulu","HI","96817","Southwest","White Chevrolet pickup plate PSD 952. Been here for Weeks.","ReferredToDept","True","Honolulu, HI"
"42975","6/13/2012 4:25:55 AM","6/13/2012 7:05:01 PM","","Android","PB99400","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.446656175101285","-158.181375207374880","Waianae","HI","96792","Southeast","Vehicle has not moved in the last 3 months. License Plate RBX 726","ReferredToDept","True","Honolulu County, HI"
"42974","6/13/2012 4:19:05 AM","6/13/2012 7:02:15 PM","","Apple","iPhone 4S","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.318823000000000","-158.022629000000000","Ewa Beach","HI","96706","I Don't Know","PV sensor is not working properly","ReferredToDept","True","Honolulu County, HI"
"42972","6/13/2012 4:07:52 AM","6/13/2012 6:59:43 PM","","Android","HTC Glacier","Illegal dump site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.304552078247070","-157.838638305664060","Honolulu","HI","96822","East","Trash blocking sidewalk for nearly a month. Broken glass from TV. This is my 2nd notification.","ReferredToDept","True","Honolulu, HI"
"42971","6/13/2012 4:05:03 AM","6/13/2012 6:56:42 PM","","Apple","iPhone 4 (CDMA)","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.326435000000000","-157.803879000000000","Honolulu","HI","96822","I Don't Know","Vehicle has not moved for 2 weeks and is also less than 4ft from the curb.","ReferredToDept","True","Honolulu, HI"
"42969","6/13/2012 3:47:55 AM","7/11/2012 8:29:51 AM","","Apple","iPhone 4S","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.286285000000000","-157.821976000000000","Honolulu","HI","96826","I Don't Know","Dump site","ReferredToDept","True","Honolulu, HI"
"42968","6/13/2012 2:53:37 AM","6/13/2012 6:47:39 PM","","Apple","iPhone 4S","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.404871000000000","-157.739517000000000","Kailua","HI","96734","I Don't Know","Water drainage for shower needs to be larger. People standing in ankle deep water and keiki urine.","ReferredToDept","True","Honolulu County, HI"
"42966","6/13/2012 2:23:35 AM","6/13/2012 6:42:55 PM","","Apple","iPhone 3GS","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.385546000000000","-157.994385000000000","Waipahu","HI","96797","I Don't Know","This area is an eyesore with rubbish and scummy looking people hanging out. What an embarrassment to our city as people drive to the soccer fields and golf course!!","ReferredToDept","True","Honolulu County, HI"
"42964","6/13/2012 2:09:29 AM","6/14/2012 6:39:50 AM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.298346000000000","-157.803329000000000","Honolulu","HI","96816","I Don't Know","Truck has been on the street for several weeks. It already has been ticketed multiple times and has an abounded notice on it. It's parked about a foot away from the curb","ReferredToDept","True","Honolulu, HI"
"42954","6/13/2012 1:07:59 AM","6/13/2012 6:18:51 PM","","Android","ADR6400L","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.348138632568766","-157.863678271277000","Honolulu","HI","96819","East","pby228,ford suv,gray","ReferredToDept","True","Honolulu, HI"
"42950","6/13/2012 12:04:50 AM","6/20/2012 6:30:28 AM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.302704000000000","-157.841492000000000","Honolulu","HI","96814","I Don't Know","This car has been parked here for over three months. Tires are flat, yellow marker on the tire... The owner also have the black Lexus behind and a lunch wagon parked in the same place for weeks.","ReferredToDept","True","Honolulu, HI"
"42939","6/12/2012 9:17:08 PM","6/12/2012 9:33:21 PM","","Android","DROID2 GLOBAL","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.383112183333335","-158.022881166666680","Waipahu","HI","96797","West","been here over one week","ReferredToDept","True","Honolulu County, HI"
"42935","6/12/2012 8:21:02 PM","6/12/2012 8:21:04 PM","","Android","PC36100","Other","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.336442294771146","-158.030573818787870","Ewa Beach","HI","96706","Southwest","painted lines on both sides of Kapolei parkway end shortly after intersection. Can lines be painted to geiger road?","Received","True","Honolulu County, HI"
